red_ppg,ir_ppg
5.810336379749966e-05,-0.14226079230114616
0.08568865926092378,-0.0029587863469281717
0.1577607626601151,0.16004471025089198
0.331559766583463,0.22077999782266328
0.38113535162176854,0.39201243659010854
0.47165496314588096,0.5003624946423394
0.42534627188876795,0.5933357765448487
0.6337452693845568,0.6385592860263489
0.677218912214134,0.7798608719018231
0.7389139346564841,0.8460898391798092
0.7915162571070137,0.9356734680694917
0.9956362543780258,1.0305043259522504
0.9440007248474969,1.1222891713991612
1.0116825959457671,1.1189421635985572
1.0458419792091067,1.1929351362664096
1.0107624697558166,1.1986257214437848
1.1536326773842458,1.1925051170060934
1.1519601061779665,1.2254321120575093
1.1278409261905207,1.2343711768649637
1.0416135305748717,1.3277890843127578
1.026949250517163,1.3247021278455213
1.1208437435414014,1.2883134203647795
1.0203584676959527,1.223714290853514
1.038431032509375,1.3042861716365488
1.0040412473235827,1.237419474106095
0.9913177561865978,1.1795909950768488
0.8959113206180611,1.1150788027924476
0.8689642271924333,1.1711293373680576
0.8178387632559454,1.0027622485653875
0.7437261459174802,1.0557592738061434
0.7082067479123405,0.9451662646877782
0.6836886232705373,0.9521662532911327
0.5435561434838576,0.9372480409603532
0.6538851499382022,0.8124162144546613
0.47780600765196235,0.8031659237401558
0.49386783293209435,0.771605221226369
0.47871727561103466,0.6878763096508119
0.31296217430363704,0.5743014014716782
0.3623118219082889,0.518887159801395
0.2849869986354554,0.4869810821378905
0.26662926796460323,0.3321849182537251
0.17943955709093914,0.3823632796868198
0.20610218016884252,0.34429175008524054
0.11239419219212238,0.281358738764273
0.07189170360633397,0.23543453787421287
0.10817646160262367,0.14972463385552542
0.08762826354575874,0.14002117440726036
0.06761551406728915,0.14449735059011287
-0.021567263364381105,0.06611530478599804
0.070245830647059,0.08582121547004701
-0.00458192766130508,0.07910026008535896
-0.0709107455740606,-0.14966000280863484
-0.10234800445676359,-0.12222419016693042
-0.11698727026875642,-0.14634676127054583
-0.16407029933813072,-0.29828517588278836
-0.09893717374707653,-0.24926695893016967
-0.19047571995585538,-0.3070367488265923
-0.2138593902827931,-0.47599994845628274
-0.20705979793583557,-0.4306743068461382
-0.3395928205753916,-0.48939818792292844
-0.29011082001918254,-0.572340964191799
-0.4316080031078071,-0.7170478299548176
-0.43648798910324993,-0.650117907353038
-0.5214987473443309,-0.7078230634175477
-0.5278191030062848,-0.777444063184998
-0.5715192288273241,-0.8449882851538817
-0.6818343942856415,-0.8435635636067762
-0.708370646062553,-0.9271898645601875
-0.7126352284496962,-0.8788300503624213
-0.7762074953071293,-1.0419584568076772
-0.8321139157383391,-1.0938024915053215
-0.9109005507627426,-1.1584325727281048
-0.9645115874219105,-1.175568835901559
-0.9867705663606077,-1.264341132196193
-0.9333210798368304,-1.1211395268402904
-1.0825973025491216,-1.2592119590725828
-1.0008494131986225,-1.2509313164796665
-1.0571862019279161,-1.2262303286170755
-1.1775748839872893,-1.3179165253034977
-1.0763196930244543,-1.2074231889914313
